,ID,DATE,DAY,MONTH,YEAR,TIME,LAT,LONG,ROWID,ICE_LAND,1_Season,2_Season
1392,X11975,2-09-95,9,February,1995,15:52,58.567,-62.8,1263,ice,winter,freeze
215,X13292,2-08-95,8,February,1995,.,64.655,-65.247,1262,land,winter,freeze
214,X13428,2-05-95,5,February,1995,.,66.474,-62.167,1261,land,winter,freeze
1391,X13746,2-05-95,5,February,1995,.,64.618,-57.409,1260,ice,winter,freeze
1390,X12080,2-05-95,5,February,1995,22:44,57.95,-62.017,1259,ice,winter,freeze
1389,X11975,2-04-95,4,February,1995,21:25,58.733,-62.917,1257,ice,winter,freeze
213,X13292,2-02-95,2,February,1995,.,64.655,-65.247,1256,land,winter,freeze
1388,X13289,2-02-95,2,February,1995,.,61.479,-63.746,1255,ice,winter,freeze
212,X13428,1-30-95,30,January,1995,.,66.474,-62.167,1254,land,winter,freeze
1387,X13746,1-30-95,30,January,1995,.,64.986,-60.107,1253,ice,winter,freeze
429,X11975,1-30-95,30,January,1995,21:33,58.65,-62.867,1252,land,winter,freeze
428,X12086,1-29-95,29,January,1995,23:36,57.9,-62.15,1251,land,winter,freeze
211,X13292,1-27-95,27,January,1995,.,64.655,-65.247,1250,land,winter,freeze
210,X12092,1-26-95,26,January,1995,20:10,60.35,-64.467,1249,land,winter,freeze
209,X10374,1-25-95,25,January,1995,23:25,61.617,-64.983,1248,land,winter,freeze
1386,X11975,1-25-95,25,January,1995,22:03,58.567,-62.917,1247,ice,winter,freeze
1385,X13746,1-24-95,24,January,1995,.,63.978,-59.502,1246,ice,winter,freeze
427,X12086,1-24-95,24,January,1995,23:45,57.883,-62.15,1245,land,winter,freeze
208,X13292,1-21-95,21,January,1995,.,64.655,-65.247,1244,land,winter,freeze
207,X12092,1-21-95,21,January,1995,21:14,60.333,-64.5,1243,land,winter,freeze
1384,X12080,1-21-95,21,January,1995,21:12,56.967,-61.1,1242,ice,winter,freeze
1383,X11975,1-20-95,20,January,1995,21:25,58.65,-62.8,1241,ice,winter,freeze
426,X12086,1-19-95,19,January,1995,23:56,57.883,-62.117,1240,land,winter,freeze
206,X13428,1-18-95,18,January,1995,.,66.474,-62.167,1239,land,winter,freeze
1382,X13746,1-18-95,18,January,1995,.,63.657,-58.708,1238,ice,winter,freeze
1381,X12080,1-16-95,16,January,1995,17:13,56.883,-60.983,1237,ice,winter,freeze
205,X10374,1-15-95,15,January,1995,23:38,61.617,-64.983,1236,land,winter,freeze
1380,X13289,1-15-95,15,January,1995,.,61.611,-64.036,1235,ice,winter,freeze
1379,X11975,1-15-95,15,January,1995,20:21,58.617,-62.767,1234,ice,winter,freeze
1378,X13746,1-12-95,12,January,1995,.,64.003,-58.277,1233,ice,freeze,freeze
1377,X12080,1-11-95,11,January,1995,21:36,56.917,-61.3,1232,ice,freeze,freeze
425,X11975,1-10-95,10,January,1995,15:35,58.55,-62.733,1230,land,freeze,freeze
204,X13292,1-09-95,9,January,1995,.,64.655,-65.247,1229,land,freeze,freeze
203,X13428,1-06-95,6,January,1995,.,66.474,-62.167,1228,land,freeze,freeze
1376,X13746,1-06-95,6,January,1995,.,64.327,-59.299,1227,ice,freeze,freeze
1375,X12080,1-06-95,6,January,1995,21:53,56.9,-61.333,1226,ice,freeze,freeze
202,X10374,1-05-95,5,January,1995,21:08,61.6,-64.983,1225,land,freeze,freeze
1374,X11975,1-05-95,5,January,1995,19:27,58.533,-62.75,1224,ice,freeze,freeze
201,X13292,1-03-95,3,January,1995,.,64.655,-65.247,1223,land,freeze,freeze
1373,X13289,1-03-95,3,January,1995,.,62.21,-61.914,1222,ice,freeze,freeze
200,X12092,1-01-95,1,January,1995,20:23,60.333,-64.5,1221,land,freeze,freeze
199,X13428,12-31-94,31,December,1994,.,66.474,-62.167,1220,land,freeze,freeze
1372,X13746,12-31-94,31,December,1994,.,64.334,-59.438,1219,ice,freeze,freeze
1371,X11975,12-31-94,31,December,1994,20:44,58.5,-62.817,1218,ice,freeze,freeze
424,X12086,12-31-94,31,December,1994,0:25,57.883,-62.15,1217,land,freeze,freeze
198,X13292,12-28-94,28,December,1994,.,64.655,-65.247,1216,land,freeze,freeze
1370,X13289,12-28-94,28,December,1994,.,61.947,-61.149,1215,ice,freeze,freeze
197,X12092,12-27-94,27,December,1994,19:39,60.333,-64.5,1214,land,freeze,freeze
1369,X12080,12-27-94,27,December,1994,20:30,58.233,-60.067,1213,ice,freeze,freeze
1368,X11975,12-26-94,26,December,1994,21:32,58.733,-62.9,1212,ice,freeze,freeze
196,X13428,12-25-94,25,December,1994,.,66.474,-62.167,1211,land,freeze,freeze
1367,X13746,12-25-94,25,December,1994,.,64.034,-58.581,1210,ice,freeze,freeze
195,X13292,12-22-94,22,December,1994,.,64.655,-65.247,1209,land,freeze,freeze
194,X12092,12-22-94,22,December,1994,18:59,60.333,-64.5,1208,land,freeze,freeze
1366,X12080,12-22-94,22,December,1994,22:21,59.617,-60.8,1207,ice,freeze,freeze
423,X11975,12-21-94,21,December,1994,21:01,58.733,-63,1206,land,freeze,freeze
1365,X13746,12-19-94,19,December,1994,.,64.591,-58.794,1205,ice,freeze,freeze
1364,X12080,12-17-94,17,December,1994,18:23,61.167,-62.167,1204,ice,freeze,freeze
193,X12092,12-17-94,17,December,1994,20:48,60.333,-64.517,1203,land,freeze,freeze
1363,X13289,12-16-94,16,December,1994,.,62.074,-61.415,1202,ice,freeze,freeze
192,X13428,12-13-94,13,December,1994,.,66.474,-62.167,1201,land,freeze,freeze
1362,X13746,12-13-94,13,December,1994,.,64.21,-60.558,1200,ice,freeze,freeze
1361,X12080,12-12-94,12,December,1994,16:02,62.067,-62.05,1199,ice,freeze,freeze
191,X12092,12-12-94,12,December,1994,20:56,60.333,-64.517,1198,land,freeze,freeze
422,X12086,12-11-94,11,December,1994,1:01,57.9,-62.133,1197,land,freeze,freeze
1360,X13289,12-10-94,10,December,1994,.,62.585,-61.365,1196,ice,freeze,freeze
190,X13428,12-07-94,7,December,1994,.,66.474,-62.167,1195,land,freeze,freeze
1359,X13746,12-07-94,7,December,1994,.,64.06,-58.993,1194,ice,freeze,freeze
1358,X12080,12-07-94,7,December,1994,21:05,61.617,-62.4,1193,ice,freeze,freeze
189,X12092,12-07-94,7,December,1994,18:44,60.333,-64.5,1192,land,freeze,freeze
421,X11975,12-06-94,6,December,1994,22:16,58.783,-63.183,1191,land,freeze,freeze
1357,X13289,12-04-94,4,December,1994,.,62.686,-61.281,1190,ice,freeze,freeze
188,X13437,12-03-94,3,December,1994,.,63.419,-63.919,1189,land,freeze,freeze
1356,X12080,12-02-94,2,December,1994,19:45,62.467,-62.483,1188,ice,freeze,freeze
187,X13428,12-01-94,1,December,1994,.,66.474,-62.167,1187,land,freeze,freeze
1355,X13746,12-01-94,1,December,1994,.,64.633,-60.452,1186,ice,freeze,freeze
1354,X13437,12-01-94,1,December,1994,.,63.526,-62.566,1185,ice,freeze,freeze
1353,X13437,11-30-94,30,November,1994,.,63.866,-62.049,1184,ice,freeze,freeze
420,X12086,11-30-94,30,November,1994,23:36,57.883,-62.15,1183,land,freeze,freeze
1352,X13289,11-28-94,28,November,1994,.,64.228,-62.334,1182,ice,freeze,freeze
1351,X12080,11-27-94,27,November,1994,21:22,63.9,-63.917,1181,ice,freeze,freeze
419,X11975,11-26-94,26,November,1994,19:18,58.8,-63.133,1180,land,freeze,freeze
186,X13428,11-25-94,25,November,1994,.,66.474,-62.167,1179,land,freeze,freeze
1350,X13746,11-25-94,25,November,1994,.,65.705,-59.857,1178,ice,freeze,freeze
185,X13292,11-22-94,22,November,1994,.,64.655,-65.247,1177,land,freeze,freeze
184,X13289,11-22-94,22,November,1994,.,64.636,-65.404,1176,land,freeze,freeze
183,X12080,11-22-94,22,November,1994,18:28,63.55,-64.583,1175,land,freeze,freeze
418,X11975,11-21-94,21,November,1994,18:39,58.817,-63.083,1174,land,freeze,freeze
1349,X13746,11-19-94,19,November,1994,.,67.254,-63.251,1173,ice,freeze,freeze
182,X13428,11-19-94,19,November,1994,.,66.474,-62.167,1172,land,freeze,freeze
1348,X12080,11-17-94,17,November,1994,21:11,63.283,-64.05,1171,ice,freeze,freeze
181,X13289,11-16-94,16,November,1994,.,64.615,-65.287,1170,land,freeze,freeze
417,X11975,11-16-94,16,November,1994,21:21,58.8,-63.15,1169,land,freeze,freeze
416,X12086,11-16-94,16,November,1994,0:00,57.883,-62.133,1168,land,freeze,freeze
180,X13746,11-13-94,13,November,1994,.,67.088,-63.871,1167,land,freeze,freeze
179,X12080,11-12-94,12,November,1994,22:13,63.567,-63.983,1166,land,freeze,freeze
178,X12092,11-12-94,12,November,1994,21:47,60.317,-64.517,1165,land,freeze,freeze
1347,X13289,11-10-94,10,November,1994,.,64.488,-65.033,1164,ice,freeze,freeze
177,X13746,11-07-94,7,November,1994,.,67.088,-63.871,1163,land,summer,freeze
176,X13428,11-07-94,7,November,1994,.,66.474,-62.167,1162,land,summer,freeze
175,X12092,11-07-94,7,November,1994,21:54,60.333,-64.517,1161,land,summer,freeze
415,X11975,11-06-94,6,November,1994,21:45,58.833,-63.217,1160,land,summer,freeze
174,X13292,11-04-94,4,November,1994,.,64.655,-65.247,1159,land,summer,freeze
173,X13289,11-04-94,4,November,1994,.,64.431,-65.379,1158,land,summer,freeze
172,X12080,11-02-94,2,November,1994,20:50,63.817,-64.15,1157,land,summer,freeze
171,X13428,11-01-94,1,November,1994,.,66.474,-62.167,1156,land,summer,summer
414,X11975,11-01-94,1,November,1994,19:24,59.05,-63.383,1155,land,summer,summer
170,X13746,10-31-94,31,October,1994,.,67.088,-63.871,1154,land,summer,summer
169,X13746,10-30-94,30,October,1994,.,67.088,-63.871,1153,land,summer,summer
168,X13746,10-29-94,29,October,1994,.,67.088,-63.871,1152,land,summer,summer
1346,X13289,10-29-94,29,October,1994,.,64.756,-65.353,1151,ice,summer,summer
167,X13746,10-28-94,28,October,1994,.,67.088,-63.871,1150,land,summer,summer
1345,X12080,10-28-94,28,October,1994,22:13,63.8,-64.1,1149,ice,summer,summer
166,X13746,10-27-94,27,October,1994,.,67.088,-63.871,1148,land,summer,summer
165,X13428,10-26-94,26,October,1994,.,66.474,-62.167,1147,land,summer,summer
164,X13746,10-25-94,25,October,1994,.,67.088,-63.871,1146,land,summer,summer
163,X13746,10-23-94,23,October,1994,.,67.088,-63.871,1145,land,summer,summer
162,X13292,10-23-94,23,October,1994,.,64.655,-65.247,1144,land,summer,summer
161,X13289,10-23-94,23,October,1994,.,64.475,-65.262,1143,land,summer,summer
160,X12080,10-23-94,23,October,1994,19:36,63.85,-64.233,1142,land,summer,summer
413,X12086,10-21-94,21,October,1994,23:02,57.883,-62.15,1141,land,summer,summer
159,X13428,10-20-94,20,October,1994,.,66.474,-62.167,1140,land,summer,summer
1344,X12080,10-18-94,18,October,1994,20:34,63.967,-64.417,1139,ice,summer,summer
158,X12092,10-18-94,18,October,1994,18:55,60.383,-64.567,1138,land,summer,summer
157,X13746,10-17-94,17,October,1994,.,67.088,-63.871,1137,land,summer,summer
1343,X13289,10-17-94,17,October,1994,.,64.151,-64.591,1136,ice,summer,summer
412,X11975,10-17-94,17,October,1994,19:09,59.2,-63.6,1135,land,summer,summer
156,X13746,10-16-94,16,October,1994,.,67.088,-63.871,1134,land,summer,summer
155,X13746,10-13-94,13,October,1994,.,67.088,-63.871,1133,land,summer,summer
1342,X12080,10-13-94,13,October,1994,21:40,64,-64.583,1132,ice,summer,summer
154,X12092,10-13-94,13,October,1994,20:55,60.367,-64.583,1131,land,summer,summer
153,X13746,10-12-94,12,October,1994,.,67.088,-63.871,1130,land,summer,summer
152,X13746,10-11-94,11,October,1994,.,67.088,-63.871,1129,land,summer,summer
151,X13289,10-11-94,11,October,1994,.,64.133,-64.486,1128,land,summer,summer
150,X13746,10-10-94,10,October,1994,.,67.088,-63.871,1127,land,summer,summer
149,X13746,10-09-94,9,October,1994,.,67.088,-63.871,1126,land,summer,summer
148,X13746,10-08-94,8,October,1994,.,67.088,-63.871,1125,land,summer,summer
147,X13428,10-08-94,8,October,1994,.,66.474,-62.167,1124,land,summer,summer
146,X12080,10-08-94,8,October,1994,21:04,64.133,-64.517,1123,land,summer,summer
145,X13746,10-07-94,7,October,1994,.,67.088,-63.871,1122,land,summer,summer
1341,X11975,10-07-94,7,October,1994,21:27,59.25,-63.533,1121,ice,summer,summer
144,X13746,10-05-94,5,October,1994,.,67.088,-63.871,1120,land,summer,summer
143,X13289,10-05-94,5,October,1994,.,64.124,-64.447,1119,land,summer,summer
142,X13746,10-03-94,3,October,1994,.,67.088,-63.871,1118,land,summer,summer
141,X12080,10-03-94,3,October,1994,18:39,64.117,-64.617,1117,land,summer,summer
140,X13746,10-02-94,2,October,1994,.,67.088,-63.871,1116,land,summer,summer
139,X13428,10-02-94,2,October,1994,.,66.474,-62.167,1115,land,summer,summer
411,X11975,10-02-94,2,October,1994,18:50,59.317,-63.517,1114,land,summer,summer
138,X13746,10-01-94,1,October,1994,.,67.088,-63.871,1113,land,summer,summer
137,X13746,9-30-94,30,September,1994,.,67.088,-63.871,1112,land,summer,summer
136,X13746,9-29-94,29,September,1994,.,67.088,-63.871,1111,land,summer,summer
1340,X13289,9-29-94,29,September,1994,.,64.094,-64.478,1110,ice,summer,summer
135,X13746,9-28-94,28,September,1994,.,67.088,-63.871,1109,land,summer,summer
1339,X12080,9-28-94,28,September,1994,18:04,64.233,-64.283,1108,ice,summer,summer
1338,X11975,9-27-94,27,September,1994,19:51,59.3,-63.5,1107,ice,summer,summer
134,X13428,9-26-94,26,September,1994,.,66.474,-62.167,1106,land,summer,summer
133,X13746,9-25-94,25,September,1994,.,67.064,-63.775,1105,land,summer,summer
132,X13746,9-24-94,24,September,1994,.,67.066,-63.801,1104,land,summer,summer
131,X13746,9-23-94,23,September,1994,.,67.075,-63.771,1103,land,summer,summer
130,X13292,9-23-94,23,September,1994,.,64.655,-65.247,1102,land,summer,summer
129,X13746,9-22-94,22,September,1994,.,67.073,-63.686,1101,land,summer,summer
128,X13746,9-21-94,21,September,1994,.,67.097,-63.668,1100,land,summer,summer
1337,X13746,9-20-94,20,September,1994,.,67.078,-63.61,1099,ice,summer,summer
127,X13746,9-18-94,18,September,1994,.,67.131,-63.763,1098,land,summer,summer
126,X13746,9-17-94,17,September,1994,.,67.123,-63.721,1097,land,summer,summer
125,X13292,9-17-94,17,September,1994,.,64.655,-65.247,1096,land,summer,summer
124,X13746,9-16-94,16,September,1994,.,67.16,-63.681,1095,land,summer,summer
123,X13746,9-15-94,15,September,1994,.,67.121,-63.721,1094,land,summer,summer
122,X13746,9-14-94,14,September,1994,.,67.116,-63.644,1093,land,summer,summer
121,X10700,9-14-94,14,September,1994,20:55,66.767,-61.817,1092,land,summer,summer
120,X13746,9-13-94,13,September,1994,.,67.16,-63.602,1091,land,summer,summer
1336,X12080,9-13-94,13,September,1994,17:43,64.083,-64.583,1090,ice,summer,summer
119,X13746,9-12-94,12,September,1994,.,67.156,-63.546,1089,land,summer,summer
410,X11975,9-12-94,12,September,1994,19:39,58.917,-63.15,1088,land,summer,summer
118,X13746,9-11-94,11,September,1994,.,67.257,-63.192,1087,land,summer,summer
117,X13289,9-11-94,11,September,1994,.,64.109,-64.54,1086,land,summer,summer
116,X13746,9-10-94,10,September,1994,.,67.26,-63.123,1085,land,summer,summer
1335,X13746,9-09-94,9,September,1994,.,67.265,-63.194,1084,ice,summer,summer
115,X13746,9-08-94,8,September,1994,.,67.253,-63.17,1083,land,summer,summer
114,X13428,9-08-94,8,September,1994,.,66.474,-62.167,1082,land,summer,summer
113,X12092,9-08-94,8,September,1994,20:24,60.383,-64.533,1081,land,summer,summer
409,X12086,9-06-94,6,September,1994,22:34,57.867,-62.183,1080,land,summer,summer
112,X13292,9-05-94,5,September,1994,.,64.655,-65.247,1079,land,summer,summer
111,X13289,9-05-94,5,September,1994,.,64.091,-64.511,1078,land,summer,summer
1334,X12092,9-03-94,3,September,1994,22:02,60.383,-64.517,1077,ice,summer,summer
110,X13428,9-02-94,2,September,1994,.,66.474,-62.167,1076,land,summer,summer
1333,X11975,9-02-94,2,September,1994,19:06,58.85,-63.117,1075,ice,summer,summer
1332,X13292,8-30-94,30,August,1994,.,64.275,-64.628,1074,ice,summer,summer
1331,X13289,8-30-94,30,August,1994,.,64.095,-64.533,1073,ice,summer,summer
1330,X13289,8-24-94,24,August,1994,.,63.929,-64.158,1072,ice,summer,summer
109,X12092,8-24-94,24,August,1994,20:37,60.367,-64.567,1071,land,summer,summer
1329,X11975,8-23-94,23,August,1994,21:02,58.85,-63.117,1070,ice,summer,summer
1328,X12080,8-19-94,19,August,1994,19:29,63.2,-64.55,1069,ice,summer,summer
1327,X12092,8-19-94,19,August,1994,19:28,60.383,-64.517,1068,ice,summer,summer
108,X13289,8-18-94,18,August,1994,.,63.846,-64.377,1067,land,summer,summer
1326,X12080,8-14-94,14,August,1994,20:33,63.7,-64,1066,ice,summer,summer
107,X12092,8-14-94,14,August,1994,20:54,60.4,-64.533,1065,land,summer,summer
408,X11975,8-13-94,13,August,1994,19:03,58.717,-63,1064,land,summer,summer
106,X13289,8-12-94,12,August,1994,.,63.767,-64.443,1063,land,summer,summer
1325,X13428,8-09-94,9,August,1994,.,65.302,-61.056,1062,ice,summer,summer
1324,X13292,8-06-94,6,August,1994,.,63.976,-63.58,1061,ice,summer,summer
1323,X13289,8-06-94,6,August,1994,.,63.272,-64.192,1060,ice,summer,summer
1322,X10700,8-05-94,5,August,1994,22:31,66.967,-58.083,1059,ice,summer,summer
1321,X12080,8-04-94,4,August,1994,19:14,64.117,-63.717,1058,ice,summer,summer
105,X12092,8-04-94,4,August,1994,19:09,60.35,-64.533,1057,land,summer,summer
1320,X13284,8-03-94,3,August,1994,.,66.264,-57.538,1056,ice,summer,summer
1319,X13428,8-03-94,3,August,1994,.,65.112,-59.943,1055,ice,summer,summer
1318,X10700,7-31-94,31,July,1994,18:22,65.767,-58.333,1054,ice,summer,summer
1317,X13289,7-31-94,31,July,1994,.,62.222,-62.48,1053,ice,summer,summer
1316,X12080,7-30-94,30,July,1994,16:58,63.967,-63.867,1052,ice,summer,summer
1315,X13284,7-26-94,26,July,1994,.,66.019,-57.397,1051,ice,break,break
1314,X13289,7-25-94,25,July,1994,.,64.337,-59.606,1050,ice,break,break
1313,X12080,7-25-94,25,July,1994,21:29,64.25,-63.6,1049,ice,break,break
1312,X13292,7-25-94,25,July,1994,.,63.061,-62.735,1048,ice,break,break
1311,X13428,7-22-94,22,July,1994,.,65.995,-56.476,1047,ice,break,break
1310,X10700,7-21-94,21,July,1994,21:15,66.367,-56.717,1046,ice,break,break
1309,X12080,7-20-94,20,July,1994,20:38,64.067,-63.783,1045,ice,break,break
1308,X12092,7-20-94,20,July,1994,20:39,61.017,-64.933,1044,ice,break,break
1307,X13289,7-19-94,19,July,1994,.,64.924,-58.957,1043,ice,break,break
1306,X13292,7-19-94,19,July,1994,.,62.706,-63.43,1042,ice,break,break
1305,X12086,7-18-94,18,July,1994,22:18,57.3,-60.683,1041,ice,break,break
1304,X10703,7-17-94,17,July,1994,16:10,64.783,-61.7,1040,ice,break,break
1303,X13428,7-16-94,16,July,1994,.,66.493,-57.348,1039,ice,break,break
1302,X12080,7-15-94,15,July,1994,18:19,63.45,-63.783,1038,ice,break,break
1301,X13284,7-14-94,14,July,1994,.,65.318,-57.852,1037,ice,break,break
1300,X13289,7-13-94,13,July,1994,.,65.89,-61.327,1036,ice,break,break
1299,X13292,7-13-94,13,July,1994,.,62.374,-64.189,1035,ice,break,break
1298,X10703,7-12-94,12,July,1994,18:56,64.817,-60.317,1034,ice,break,break
1297,X13428,7-10-94,10,July,1994,.,66.506,-57.447,1033,ice,break,break
1296,X12080,7-10-94,10,July,1994,19:17,63.283,-63.767,1032,ice,break,break
1295,X12092,7-10-94,10,July,1994,20:57,60.683,-63.767,1031,ice,break,break
1294,X13289,7-07-94,7,July,1994,.,65.574,-60.905,1030,ice,break,break
1293,X13292,7-07-94,7,July,1994,.,62.319,-63.585,1029,ice,break,break
1292,X10700,7-06-94,6,July,1994,20:10,66.183,-58.25,1028,ice,break,break
1291,X12080,7-05-94,5,July,1994,17:05,62.6,-63.717,1027,ice,break,break
1290,X13428,7-04-94,4,July,1994,.,67.324,-56.542,1026,ice,break,break
1289,X10374,7-04-94,4,July,1994,20:30,60.1,-62.5,1025,ice,break,break
1288,X11975,7-04-94,4,July,1994,17:11,58.333,-62.55,1024,ice,break,break
1287,X10703,7-02-94,2,July,1994,15:58,64.633,-62.317,1023,ice,break,break
1286,X13289,7-01-94,1,July,1994,.,65.356,-59.827,1022,ice,break,break
1285,X12080,6-30-94,30,June,1994,20:30,62.867,-62.817,1021,ice,break,break
1284,X12092,6-30-94,30,June,1994,22:07,60.8,-64.167,1020,ice,break,break
1283,X13428,6-28-94,28,June,1994,.,67.669,-56.157,1019,ice,break,break
407,X11974,6-28-94,28,June,1994,12:58,58.85,-63.267,1018,land,break,break
406,X12086,6-28-94,28,June,1994,22:52,58.483,-62.7,1017,land,break,break
1282,X10703,6-27-94,27,June,1994,19:56,63.767,-62.45,1016,ice,break,break
1281,X10700,6-26-94,26,June,1994,20:34,66.733,-57.8,1015,ice,break,break
1280,X13289,6-25-94,25,June,1994,.,65.796,-60.133,1014,ice,break,break
1279,X13292,6-25-94,25,June,1994,.,64.559,-61.879,1013,ice,break,break
1278,X12080,6-25-94,25,June,1994,19:01,62.083,-63.95,1012,ice,break,break
1277,X12092,6-25-94,25,June,1994,22:16,60.367,-63.667,1010,ice,break,break
1276,X11975,6-24-94,24,June,1994,20:52,58.55,-62.9,1009,ice,break,break
1275,X12086,6-24-94,24,June,1994,0:39,58.3,-62.617,1008,ice,break,break
1274,X13428,6-22-94,22,June,1994,.,68.175,-57.944,1007,ice,break,break
1273,X10703,6-22-94,22,June,1994,17:59,63.733,-63.65,1006,ice,break,break
1272,X10700,6-21-94,21,June,1994,19:53,66.117,-58.583,1005,ice,break,break
1271,X13284,6-20-94,20,June,1994,.,65.313,-59.57,1004,ice,break,break
1270,X12080,6-20-94,20,June,1994,20:44,61.85,-64.15,1003,ice,break,break
1269,X13289,6-19-94,19,June,1994,.,66.173,-60.715,1002,ice,break,break
1268,X13292,6-19-94,19,June,1994,.,65.026,-61.709,1001,ice,break,break
405,X11975,6-19-94,19,June,1994,19:27,58.517,-62.8,1000,land,break,break
1267,X11974,6-18-94,18,June,1994,13:16,57.983,-62.267,999,ice,break,break
1266,X10703,6-17-94,17,June,1994,19:00,63.6,-63.817,998,ice,break,break
1265,X13428,6-16-94,16,June,1994,.,66.948,-60.932,997,ice,break,break
1264,X10700,6-16-94,16,June,1994,20:52,66.733,-58.233,996,ice,break,break
1263,X10709,6-15-94,15,June,1994,0:38,64.483,-64.7,995,ice,break,break
1262,X12080,6-15-94,15,June,1994,15:59,61.7,-64.283,994,ice,break,break
1261,X12092,6-15-94,15,June,1994,21:04,60.85,-64.3,993,ice,break,break
1260,X10374,6-14-94,14,June,1994,21:12,59.967,-63.15,992,ice,break,break
404,X11975,6-14-94,14,June,1994,21:15,58.5,-66.583,991,land,break,break
1259,X13289,6-13-94,13,June,1994,.,66.226,-58.59,990,ice,break,break
1258,X13292,6-13-94,13,June,1994,.,65.261,-59.254,989,ice,break,break
1257,X10703,6-12-94,12,June,1994,20:03,63.683,-63.833,988,ice,break,break
1256,X10700,6-11-94,11,June,1994,18:34,66,-58.083,987,ice,break,break
1255,X13428,6-10-94,10,June,1994,.,66.695,-59.807,986,ice,break,break
1254,X10709,6-10-94,10,June,1994,0:46,64.467,-64.65,985,ice,break,break
1253,X12092,6-10-94,10,June,1994,18:45,60.75,-63.367,984,ice,break,break
1252,X10374,6-09-94,9,June,1994,22:19,59.883,-63.9,983,ice,break,break
403,X11975,6-09-94,9,June,1994,20:37,58.55,-62.733,982,land,break,break
1251,X12086,6-08-94,8,June,1994,23:22,58.283,-62.15,981,ice,break,break
1250,X11974,6-08-94,8,June,1994,10:54,58.167,-62.267,980,ice,break,break
1249,X13289,6-07-94,7,June,1994,.,65.184,-60.574,979,ice,break,break
1248,X13292,6-07-94,7,June,1994,.,64.754,-61.697,978,ice,break,break
1247,X10703,6-07-94,7,June,1994,17:43,63.633,-64.067,977,ice,break,break
1246,X10700,6-06-94,6,June,1994,21:21,65.667,-59.65,976,ice,break,break
1245,X12078,6-06-94,6,June,1994,21:13,59.9,-63.067,975,ice,break,break
104,X10709,6-05-94,5,June,1994,0:54,64.367,-64.767,974,land,break,break
1244,X12080,6-05-94,5,June,1994,19:30,59.683,-61.717,973,ice,break,break
1243,X13428,6-04-94,4,June,1994,.,66.23,-61.736,972,ice,break,break
1242,X13284,6-04-94,4,June,1994,.,65.91,-58.423,971,ice,break,break
1241,X10374,6-04-94,4,June,1994,19:55,60.067,-63.2,970,ice,break,break
1240,X03956,6-04-94,4,June,1994,23:09,58.517,-62.617,969,ice,break,break
402,X11975,6-04-94,4,June,1994,18:15,58.317,-63.3,968,land,break,break
1239,X12086,6-04-94,4,June,1994,1:15,58.017,-62.133,967,ice,break,break
1238,X11974,6-03-94,3,June,1994,13:34,58.2,-62.167,966,ice,break,break
1237,X12086,6-03-94,3,June,1994,23:32,58.017,-62.25,965,ice,break,break
1236,X10703,6-02-94,2,June,1994,18:41,63.75,-64.167,964,ice,break,break
1235,X10700,6-01-94,1,June,1994,22:38,65.067,-60.017,963,ice,break,break
1234,X13289,6-01-94,1,June,1994,.,64.327,-61.324,962,ice,break,break
1233,X13292,6-01-94,1,June,1994,.,63.557,-62.439,961,ice,break,break
1232,X13284,5-31-94,31,May,1994,.,65.948,-59.579,960,ice,break,break
1231,X10709,5-31-94,31,May,1994,1:01,64.4,-65.033,959,ice,break,break
1230,X12092,5-31-94,31,May,1994,21:20,60.533,-65.667,958,ice,break,break
1229,X12080,5-31-94,31,May,1994,21:18,59.4,-61.5,957,ice,break,break
1228,X10374,5-30-94,30,May,1994,23:18,60.133,-63.017,956,ice,break,break
1227,X11975,5-30-94,30,May,1994,21:37,58.583,-62.75,955,ice,break,break
1226,X03956,5-30-94,30,May,1994,21:36,58.567,-62.8,954,ice,break,break
1225,X13428,5-29-94,29,May,1994,.,66.187,-62.341,953,ice,break,break
1224,X10703,5-28-94,28,May,1994,19:05,63.7,-63.967,952,ice,break,break
1223,X13284,5-27-94,27,May,1994,.,64.862,-60.56,951,ice,break,break
1222,X10700,5-27-94,27,May,1994,21:36,64.717,-61.567,950,ice,break,break
1221,X10709,5-26-94,26,May,1994,1:09,64.467,-64.95,949,ice,break,break
1220,X13289,5-26-94,26,May,1994,.,63.504,-61.763,948,ice,break,break
1219,X12092,5-26-94,26,May,1994,21:24,60.783,-66.6,947,ice,break,break
1218,X12080,5-26-94,26,May,1994,21:49,58.75,-59.85,946,ice,break,break
1217,X11975,5-25-94,25,May,1994,20:20,58.567,-62.783,945,ice,break,break
1216,X03956,5-25-94,25,May,1994,20:21,58.3,-62.567,944,ice,break,break
401,X12086,5-24-94,24,May,1994,23:47,58.533,-62.717,943,land,break,break
400,X11974,5-24-94,24,May,1994,12:18,57.767,-61.867,942,land,break,break
1215,X13428,5-23-94,23,May,1994,.,66.306,-61.653,941,ice,break,break
1214,X10703,5-23-94,23,May,1994,19:15,63.217,-63.917,940,ice,break,break
1213,X12078,5-23-94,23,May,1994,0:33,58.55,-62.25,939,ice,break,break
1212,X10700,5-22-94,22,May,1994,22:50,64.617,-60.9,938,ice,break,break
1211,X12080,5-21-94,21,May,1994,21:33,59.083,-59.983,937,ice,break,break
1210,X13289,5-20-94,20,May,1994,.,63.635,-61.59,936,ice,break,break
1209,X10374,5-20-94,20,May,1994,21:23,61.767,-64.25,935,ice,break,break
