,ID,DATE,DAY,MONTH,YEAR,TIME,LAT,LONG,ROWID,ICE_LAND,1_Season,2_Season
579,X10700,5-22-92,22,May,1992,22:02,62.717,-61.75,134,ice,break,break
578,X10709,5-19-92,19,May,1992,14:55,63.4,-78.767,133,ice,break,break
577,X10707,5-19-92,19,May,1992,13:30,61.45,-63.817,132,ice,break,break
576,X10700,5-17-92,17,May,1992,15:35,62.917,-60.75,131,ice,break,break
575,X10695,5-15-92,15,May,1992,12:58,62.067,-71.267,129,ice,break,break
574,X10709,5-14-92,14,May,1992,13:20,63.967,-76.167,128,ice,break,break
573,X10707,5-14-92,14,May,1992,11:38,62.4,-64,127,ice,break,break
572,X10695,5-11-92,11,May,1992,10:08,62.033,-71.95,126,ice,break,break
571,X10709,5-09-92,9,May,1992,17:08,63.533,-74.667,125,ice,break,break
570,X10707,5-09-92,9,May,1992,17:04,62.45,-63.267,124,ice,break,break
569,X10703,5-08-92,8,May,1992,13:44,63.65,-62.183,123,ice,break,break
568,X10700,5-07-92,7,May,1992,15:47,62.783,-60.833,121,ice,break,break
567,X10695,5-07-92,7,May,1992,14:08,62.4,-71.533,120,ice,break,break
566,X10707,5-04-92,4,May,1992,16:25,62.7,-63.783,119,ice,winter,break
565,X10709,5-04-92,4,May,1992,16:26,62.383,-71.8,118,ice,winter,break
564,X10703,5-03-92,3,May,1992,14:58,62.917,-63.267,117,ice,winter,break
563,X10695,5-03-92,3,May,1992,11:42,62.35,-71.6,116,ice,winter,break
562,X10700,5-02-92,2,May,1992,20:45,62.45,-61.317,115,ice,winter,winter
561,X10707,4-29-92,29,April,1992,11:56,62.35,-64.217,114,ice,winter,winter
560,X10709,4-29-92,29,April,1992,11:57,62.15,-70.633,113,ice,winter,winter
559,X10703,4-28-92,28,April,1992,17:35,62.55,-64.067,112,ice,winter,winter
558,X10700,4-27-92,27,April,1992,20:53,62.367,-60.667,111,ice,winter,winter
557,X10707,4-24-92,24,April,1992,13:44,62.217,-63.867,110,ice,winter,winter
556,X10709,4-24-92,24,April,1992,13:28,61.8,-66.317,109,ice,winter,winter
555,X10703,4-23-92,23,April,1992,18:36,61.933,-63.833,108,ice,winter,winter
554,X10700,4-22-92,22,April,1992,17:42,61.017,-59.633,107,ice,winter,winter
553,X10695,4-21-92,21,April,1992,14:46,62.767,-71.017,106,ice,winter,winter
552,X10707,4-19-92,19,April,1992,13:49,61.383,-62.183,105,ice,winter,winter
551,X10709,4-19-92,19,April,1992,17:44,60.4,-64.433,104,ice,winter,winter
550,X10703,4-18-92,18,April,1992,12:59,62.067,-63.95,103,ice,winter,winter
549,X10695,4-17-92,17,April,1992,11:11,62.617,-71.383,102,ice,winter,winter
548,X10707,4-14-92,14,April,1992,13:53,59.317,-62.683,101,ice,winter,winter
547,X10709,4-14-92,14,April,1992,12:19,58.15,-58.35,100,ice,winter,winter
546,X10703,4-13-92,13,April,1992,15:55,61.017,-62.633,99,ice,winter,winter
545,X10695,4-09-92,9,April,1992,12:21,61.9,-70.6,98,ice,winter,winter
544,X10709,4-09-92,9,April,1992,11:20,58.4,-62.017,97,ice,winter,winter
543,X10707,4-09-92,9,April,1992,9:31,58.1,-61.833,95,ice,winter,winter
542,X10703,4-08-92,8,April,1992,8:11,59.45,-63.55,93,ice,winter,winter
541,X10700,4-07-92,7,April,1992,11:52,58.617,-62.7,91,ice,winter,winter
363,X10707,4-07-92,7,April,1992,18:26,58.483,-62.667,89,land,winter,winter
540,X10709,4-07-92,7,April,1992,18:00,58.45,-62.417,88,ice,winter,winter
539,X10703,4-06-92,6,April,1992,21:34,56.567,-61.65,87,ice,winter,winter
538,X10695,4-05-92,5,April,1992,13:42,61.733,-70.217,86,ice,winter,winter
537,X10695,4-01-92,1,April,1992,11:50,61.717,-69.983,85,ice,winter,winter
536,X10695,3-28-92,28,March,1992,11:34,61.717,-70.2,84,ice,winter,winter
535,X10695,3-20-92,20,March,1992,.,61.483,-69.283,83,ice,winter,winter
534,X10695,3-16-92,16,March,1992,14:10,61.717,-69.383,82,ice,winter,winter
533,X10695,3-12-92,12,March,1992,12:13,60.733,-69.117,81,ice,winter,winter
532,X10695,2-16-92,16,February,1992,14:23,60.5,-67.367,80,ice,winter,freeze
531,X10695,2-13-92,13,February,1992,13:24,60.533,-67.433,79,ice,winter,freeze
530,X10695,2-07-92,7,February,1992,22:25,59.933,-68.35,78,ice,winter,freeze
529,X10695,1-31-92,31,January,1992,15:00,60.65,-69.317,77,ice,winter,freeze
528,X10695,1-30-92,30,January,1992,15:19,60.933,-69.25,76,ice,winter,freeze
527,X10695,1-29-92,29,January,1992,14:03,61.05,-69.15,75,ice,winter,freeze
526,X10695,1-28-92,28,January,1992,12:43,61.15,-68.75,74,ice,winter,freeze
525,X10695,1-27-92,27,January,1992,5:16,61.2,-68.133,73,ice,winter,freeze
524,X10695,1-26-92,26,January,1992,11:42,61.083,-67.567,72,ice,winter,freeze
523,X10695,1-25-92,25,January,1992,12:07,61.083,-67.45,71,ice,winter,freeze
522,X10695,1-24-92,24,January,1992,14:04,61.2,-67.2,70,ice,winter,freeze
521,X10695,1-22-92,22,January,1992,19:41,61.183,-66.633,69,ice,winter,freeze
520,X10695,1-18-92,18,January,1992,17:29,61.117,-66.817,68,ice,winter,freeze
519,X10695,1-14-92,14,January,1992,22:29,60.983,-66,67,ice,winter,freeze
518,X10695,1-10-92,10,January,1992,22:12,60.583,-66.45,66,ice,freeze,freeze
517,X10695,1-06-92,6,January,1992,19:51,60.5,-66.033,65,ice,freeze,freeze
516,X10695,12-29-91,29,December,1991,19:42,60.5,-67.867,64,ice,freeze,freeze
515,X10695,12-25-91,25,December,1991,22:49,61.067,-67.95,63,ice,freeze,freeze
514,X10695,12-17-91,17,December,1991,20:24,61.433,-71.167,62,ice,freeze,freeze
513,X10695,12-13-91,13,December,1991,19:33,62.767,-73.217,61,ice,freeze,freeze
362,X10695,12-09-91,9,December,1991,21:46,62.3,-75.767,60,land,freeze,freeze
512,X10695,12-04-91,4,December,1991,21:47,62.567,-75.25,59,ice,freeze,freeze
511,X10695,12-01-91,1,December,1991,21:10,62.95,-78.217,58,ice,freeze,freeze
361,X10695,11-29-91,29,November,1991,21:54,63.283,-78.3,57,land,freeze,freeze
510,X10695,11-28-91,28,November,1991,22:12,63.35,-78.817,56,ice,freeze,freeze
509,X10695,11-23-91,23,November,1991,22:18,63.5,-79.683,55,ice,freeze,freeze
508,X10695,11-16-91,16,November,1991,1:08,63.7,-79.3,54,ice,freeze,freeze
507,X10695,11-11-91,11,November,1991,23:10,63.85,-77.75,53,ice,freeze,freeze
506,X10695,11-08-91,8,November,1991,0:33,63.95,-79.067,52,ice,summer,freeze
505,X10695,11-07-91,7,November,1991,0:55,64.017,-79.35,51,ice,summer,freeze
504,X10695,11-06-91,6,November,1991,1:16,64.1,-79.6,50,ice,summer,freeze
503,X10695,11-04-91,4,November,1991,23:56,63.917,-80.083,49,ice,summer,freeze
502,X10695,11-03-91,3,November,1991,0:40,64.15,-80.333,48,ice,summer,freeze
501,X10695,10-31-91,31,October,1991,13:46,63.967,-80.467,47,ice,summer,summer
500,X10695,10-29-91,29,October,1991,22:42,63.867,-80.533,46,ice,summer,summer
499,X10695,10-26-91,26,October,1991,0:04,63.75,-80.133,45,ice,summer,summer
360,X10695,10-08-91,8,October,1991,1:21,63.7,-80.567,44,land,summer,summer
359,X10695,10-02-91,2,October,1991,18:47,63.75,-80.2,43,land,summer,summer
498,X10695,10-01-91,1,October,1991,22:25,63.717,-80.3,42,ice,summer,summer
497,X10695,9-29-91,29,September,1991,21:26,63.783,-80.117,41,ice,summer,summer
496,X10695,9-28-91,28,September,1991,21:47,63.85,-80.15,40,ice,summer,summer
358,X10695,9-27-91,27,September,1991,17:46,63.767,-80.2,39,land,summer,summer
357,X10695,9-26-91,26,September,1991,17:57,63.767,-80.183,38,land,summer,summer
356,X10695,9-25-91,25,September,1991,19:48,63.733,-80.183,37,land,summer,summer
495,X10695,9-24-91,24,September,1991,13:16,63.767,-80.117,36,ice,summer,summer
355,X10695,9-23-91,23,September,1991,16:57,63.75,-80.333,35,land,summer,summer
494,X10695,9-22-91,22,September,1991,13:45,63.733,-80.167,34,ice,summer,summer
493,X10695,9-21-91,21,September,1991,17:14,63.8,-80.1,33,ice,summer,summer
354,X10695,9-20-91,20,September,1991,14:40,63.8,-80.333,32,land,summer,summer
353,X10695,9-19-91,19,September,1991,12:40,63.817,-80.317,31,land,summer,summer
492,X10695,9-18-91,18,September,1991,15:21,63.8,-80.25,30,ice,summer,summer
491,X10695,9-17-91,17,September,1991,17:59,63.767,-80.133,29,ice,summer,summer
490,X10695,8-22-91,22,August,1991,8:00,64.033,-80.483,28,ice,summer,summer
489,X10695,7-16-91,16,July,1991,22:18,65.417,-80.867,27,ice,break,break
488,X10695,7-08-91,8,July,1991,23:43,66.067,-78,26,ice,break,break
487,X10695,7-05-91,5,July,1991,22:25,66.233,-77.7,25,ice,break,break
486,X10695,6-27-91,27,June,1991,1:03,67.533,-77.333,24,ice,break,break
485,X10695,6-19-91,19,June,1991,0:49,65.883,-79.317,23,ice,break,break
484,X10695,6-10-91,10,June,1991,22:55,64.217,-79.183,22,ice,break,break
483,X10695,6-02-91,2,June,1991,0:46,63.667,-76.033,20,ice,break,break
482,X10695,6-01-91,1,June,1991,1:09,63.4,-75.95,19,ice,break,break
481,X10695,5-31-91,31,May,1991,23:30,63.417,-75.883,18,ice,break,break
480,X10695,5-30-91,30,May,1991,22:11,63.2,-75.967,17,ice,break,break
479,X10695,5-29-91,29,May,1991,0:41,62.567,-75.833,16,ice,break,break
478,X10695,5-27-91,27,May,1991,23:20,62.5,-75.15,15,ice,break,break
477,X10695,5-26-91,26,May,1991,23:46,62.6,-74.983,14,ice,break,break
476,X10695,5-20-91,20,May,1991,0:47,62.917,-74.483,13,ice,break,break
475,X10695,5-16-91,16,May,1991,0:42,62.833,-73.917,12,ice,break,break
474,X10695,5-08-91,8,May,1991,0:28,62.733,-72.817,11,ice,break,break
473,X10695,4-25-91,25,April,1991,22:26,61.55,-69.083,10,ice,winter,winter
472,X10695,4-21-91,21,April,1991,23:58,60.867,-66.117,9,ice,winter,winter
471,X10695,4-17-91,17,April,1991,22:14,60.6,-64.433,8,ice,winter,winter
470,X10695,4-13-91,13,April,1991,23:47,60.567,-64.317,7,ice,winter,winter
469,X10695,4-08-91,8,April,1991,23:58,59.333,-63.5,6,ice,winter,winter
468,X10695,4-06-91,6,April,1991,23:09,58.7,-62.75,5,ice,winter,winter
467,X10695,4-05-91,5,April,1991,23:32,58.583,-62.65,4,ice,winter,winter
466,X10695,4-04-91,4,April,1991,0:18,58.45,-62.383,2,ice,winter,winter
465,X10695,4-02-91,2,April,1991,13:11,58.233,-62.167,1,ice,winter,winter
